name,description,topics
Dupuytren disease and research for a cure,"<p>This free lecture and discussion will focus on Dupuytren disease, which cripples hands of millions of Americans and currently has no cure. Dr. Charles Eaton, executive director of the non-profit Dupuytren Research Group, will review current understanding of this difficult disease and research to develop a cure. Brandy Leigh Scott will discuss her personal experience living with Dupuytren disease since childhood.<br>This event is sponsored by the Dupuytren Research Group to raise awareness about Dupuytren disease and the path to more effective treatment for affected families.<br>Space is limited. There is no charge, but registration is required. Beverages will be provided. Please register here: <a href=""http://bit.ly/2w5nMTB"" class=""linkified"">http://bit.ly/2w5nMTB</a></p>","[{u'name': u'Wellness', u'urlkey': u'wellness', u'id': 10306}, {u'name': u'Medical', u'urlkey': u'medical', u'id': 19224}, {u'name': u'Healthy Living', u'urlkey': u'healthy-living', u'id': 20221}, {u'name': u'Healthcare Professionals', u'urlkey': u'healthcare-professionals', u'id': 22572}, {u'name': u'Disease Prevention', u'urlkey': u'disease-prevention', u'id': 29290}, {u'name': u'Doctors', u'urlkey': u'doctors', u'id': 34996}, {u'name': u'Healthy Family and Healthy Environment', u'urlkey': u'healthy-family-and-healthy-environment', u'id': 63238}]"
Menlo Park Healthy Families Meetup,"<p>This group is for all parents and caregivers who are looking for different ways of promoting health and wellness in our children. We will be hosting book clubs, parent work shops, guest speakers and Q and A sessions on a whole range of topics regarding parenting, health, and wellness in our children. As a new pediatric office in the area, we are committed to promoting health and happiness in our community and look forward to hosting a series of fun and informative events.</p>","[{u'name': u'Wellness', u'urlkey': u'wellness', u'id': 10306}, {u'name': u'Health Education', u'urlkey': u'health-education', u'id': 16972}, {u'name': u'Healthy Living', u'urlkey': u'healthy-living', u'id': 20221}, {u'name': u'Healthy Family and Healthy Environment', u'urlkey': u'healthy-family-and-healthy-environment', u'id': 63238}]"
"Vibrant Food, Vibrant Life","<p>Do you love vibrant food? Are you committed to having the most vibrant life possible? This group is for you if you are interested in the connection between your food and your health and would enjoy connecting with other amazing people in an inspiring, fun, and educational context of possibility and delight! We will enjoy delicious Vibrant Food Vibrant Life dinner parties, engage in awesome healthy culinary classes at a deep discount, be exposed to guest speakers who are doing amazing change-work around food and health, and just generally have a great time!</p>","[{u'name': u'Weight Loss', u'urlkey': u'weightloss', u'id': 240}, {u'name': u'Vegan', u'urlkey': u'vegan', u'id': 408}, {u'name': u'Whole Food Nutrition', u'urlkey': u'wholefood', u'id': 5951}, {u'name': u'Spirituality', u'urlkey': u'spirituality', u'id': 10290}, {u'name': u'Wellness', u'urlkey': u'wellness', u'id': 10306}, {u'name': u'Green Living', u'urlkey': u'green-living', u'id': 15398}, {u'name': u'Organic Foods', u'urlkey': u'organic-foods', u'id': 15485}, {u'name': u'Sustainability', u'urlkey': u'sustainability', u'id': 15998}, {u'name': u'Healing', u'urlkey': u'healing', u'id': 16151}, {u'name': u'Healthy Eating', u'urlkey': u'healthy-eating', u'id': 19630}, {u'name': u'Dinner Parties', u'urlkey': u'dinner-parties', u'id': 20061}, {u'name': u'Healthy Living', u'urlkey': u'healthy-living', u'id': 20221}, {u'name': u'Gluten-Free Foods', u'urlkey': u'gluten-free-foods', u'id': 20611}, {u'name': u'Cooking Classes', u'urlkey': u'cooking-classes', u'id': 26041}, {u'name': u'Healthy Family and Healthy Environment', u'urlkey': u'healthy-family-and-healthy-environment', u'id': 63238}]"
Raising Empowered Kids,"<p>Global transformation starts in community, home and body!&nbsp; <b>#TogetherWeTransform&nbsp; #ConsciousnessIsCool</b></p>
<p>This is a subgroup to <b>Awaken Healing Relationships in Family &amp; Community</b>, which emphasizes personal transformation through public playshop trainings, private family guidance sessions, and preschool development programs.&nbsp;&nbsp;</p>
<p>Meetups will range from Playshop Trainings to Intentional Family Play, where you will participate in age-appropriate yoga poses, creative movement, group games, mindfulness-based practices, imaginative self-reflection, meditation, sound making, songs, and techniques to cultivate your intuitive senses.&nbsp;<br></p>
<p>If this group gets too full to accept your membership, please visit us and enjoy the same (and more!) Meetup opportunities at our other group.&nbsp; We are grateful for your courage to grow a <b>#CalmMindHappyHeart </b>way of living for yourself and the ones you love!</p>","[{u'name': u'Moms', u'urlkey': u'moms', u'id': 407}, {u'name': u'Parents', u'urlkey': u'parents', u'id': 10333}, {u'name': u'Family', u'urlkey': u'families', u'id': 16024}, {u'name': u'Kids', u'urlkey': u'kids', u'id': 16030}, {u'name': u'Toddlers', u'urlkey': u'toddler', u'id': 17147}, {u'name': u'HEALTHY KIDS - HAPPY KIDS', u'urlkey': u'healthy-kids-happy-kids', u'id': 19625}, {u'name': u'New Parents', u'urlkey': u'new-parents', u'id': 30112}, {u'name': u'Kids Activity', u'urlkey': u'kids-activity', u'id': 52742}, {u'name': u'Healthy Family and Healthy Environment', u'urlkey': u'healthy-family-and-healthy-environment', u'id': 63238}]"
Roseville Nutrition Meetup,"<p>This is a group dedicated to understanding healthy Nutrition and putting that understanding into action. I am a Clinical Nutritionist and Doctor of Chiropractic with 30 years experience with a desire to teach and guide others in how to live a healthy life. <br>So many of us are confused as to how and what to eat, that we give up trying. My first piece of advice is that there's no way how we live does not effect our health. <br>Our meetups will be on various topics from hypothyroidism to weight loss and everything in between.<br>Checkout my website at Drjamiedc.com for an up close look at who I am and what I believe. <br>Yours in health, Dr Jamie</p>","[{u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Nutrition', u'urlkey': u'nutrition', u'id': 10161}, {u'name': u'Wellness', u'urlkey': u'wellness', u'id': 10306}, {u'name': u'Holistic Health', u'urlkey': u'holistic-health', u'id': 15478}, {u'name': u'Health Education', u'urlkey': u'health-education', u'id': 16972}, {u'name': u'Natural Health', u'urlkey': u'natural-health', u'id': 17124}, {u'name': u'Alternative Medicine', u'urlkey': u'alternative-medicine', u'id': 17150}, {u'name': u'Healthy Living', u'urlkey': u'healthy-living', u'id': 20221}, {u'name': u'Self-Empowerment', u'urlkey': u'self-empowerment', u'id': 38757}, {u'name': u'Healthy Weight Loss', u'urlkey': u'healthy-weight-loss', u'id': 58776}, {u'name': u'Healthy Family and Healthy Environment', u'urlkey': u'healthy-family-and-healthy-environment', u'id': 63238}]"
Family Zumba - Lincoln,"<p>Zumba is a Colombia word that means ""fast dancing."" Come join the party! <br>Lincoln Crossing Fitness are offering free classes the month of January</p>","[{u'name': u'Fitness', u'urlkey': u'fitness', u'id': 242}, {u'name': u'Fun Times', u'urlkey': u'fun-times', u'id': 15117}, {u'name': u'Zumba', u'urlkey': u'zumba', u'id': 15451}, {u'name': u'Dancing', u'urlkey': u'dancing', u'id': 17571}, {u'name': u'Zumba Classes', u'urlkey': u'zumba-classes', u'id': 18224}, {u'name': u'Dance Fitness', u'urlkey': u'dance-fitness', u'id': 18226}, {u'name': u'Dance Lessons', u'urlkey': u'dance-lessons', u'id': 19146}, {u'name': u'Social Dancing', u'urlkey': u'social-dancing', u'id': 24854}, {u'name': u'Exercise', u'urlkey': u'excercise', u'id': 25375}, {u'name': u'Dance and Movement', u'urlkey': u'dance-and-movement', u'id': 34160}, {u'name': u'Family Wellness', u'urlkey': u'family-wellness', u'id': 41087}, {u'name': u'Family Fun Events', u'urlkey': u'family-fun-events', u'id': 51472}, {u'name': u'Zumba Kids', u'urlkey': u'zumba-kids', u'id': 56713}, {u'name': u'Healthy Family and Healthy Environment', u'urlkey': u'healthy-family-and-healthy-environment', u'id': 63238}, {u'name': u'Zumba Dance', u'urlkey': u'zumba-dance', u'id': 105903}]"
Sacramento Post Rehab Educational Workshops,"<p>Learners who love physical activity and all things movement will thoroughly enjoy this group. We come together to learn about how to take better care of our bodies through the principles of post-rehab practice, a new and emerging field. Movement practitioners and movement enthusiasts come learn at a high level, participate in stimulating discussion, and move with other like-minded people! Topics include practical biomechanics, functional foot and ankle work, functional breathing work, fascial health, wellness, low back complexities unlocked, and more!</p>","[{u'name': u'Fitness', u'urlkey': u'fitness', u'id': 242}, {u'name': u'Nutrition', u'urlkey': u'nutrition', u'id': 10161}, {u'name': u'Physical Therapy', u'urlkey': u'physicaltherapy', u'id': 10204}, {u'name': u'Working Moms', u'urlkey': u'workingmoms', u'id': 10555}, {u'name': u'Intellectual Discussion', u'urlkey': u'intellectual-discussion', u'id': 15083}, {u'name': u'Group Fitness Training', u'urlkey': u'group-fitness-training', u'id': 15394}, {u'name': u'Single Moms', u'urlkey': u'single-moms', u'id': 16264}, {u'name': u'Healthy Living', u'urlkey': u'healthy-living', u'id': 20221}, {u'name': u'Exercise', u'urlkey': u'excercise', u'id': 25375}, {u'name': u'Occupational Therapy', u'urlkey': u'occupational-therapy', u'id': 30416}, {u'name': u'Healing Through Movement', u'urlkey': u'healing-through-movement', u'id': 40497}, {u'name': u'Healthy Family and Healthy Environment', u'urlkey': u'healthy-family-and-healthy-environment', u'id': 63238}, {u'name': u'Recreational Sports', u'urlkey': u'recreational-sports', u'id': 131178}, {u'name': u'Active Parents', u'urlkey': u'active-parents', u'id': 148331}]"
Hayes Valley Jogger's Club,"<p>Calling runners of all levels to the FIRST weekly Hayes Valley Jogger's club!</p>
<p>Urban Remedy and Outdoor Voices are creating a free, supportive, fun environment for any and all runners who would like to take a few steps towards their wellness goals! We will be meeting at Urban Remedy in Hayes Valley (450 Hayes Street) at 9:30am. Urban Remedy and Outdoor Voices will be offering a 15% discount to club members the day of the run.</p>","[{u'name': u'Fitness', u'urlkey': u'fitness', u'id': 242}, {u'name': u'Running', u'urlkey': u'running', u'id': 2516}, {u'name': u'Wellness', u'urlkey': u'wellness', u'id': 10306}, {u'name': u'Outdoors', u'urlkey': u'outdoors', u'id': 15046}, {u'name': u'Holistic Health', u'urlkey': u'holistic-health', u'id': 15478}, {u'name': u'Outdoor  Fitness', u'urlkey': u'outdoor-fitness', u'id': 15672}, {u'name': u'Healthy Living', u'urlkey': u'healthy-living', u'id': 20221}, {u'name': u'Exercise', u'urlkey': u'excercise', u'id': 25375}, {u'name': u'Self-Empowerment', u'urlkey': u'self-empowerment', u'id': 38757}, {u'name': u'Healthy Family and Healthy Environment', u'urlkey': u'healthy-family-and-healthy-environment', u'id': 63238}, {u'name': u'Jogging Friends', u'urlkey': u'jogging-friends', u'id': 103360}, {u'name': u'Light jogging/running', u'urlkey': u'light-jogging-running', u'id': 548952}, {u'name': u'Health and Wellness \u2022 Wellness \u2022 Holistic Health', u'urlkey': u'health-and-wellness-wellness-holistic-health', u'id': 825022}]"
Walk to Remember,"<p>Are you feeling like you want to do more to honor the memory of a family member or friend who has died? Then the Walk to Remember is for you. The Walk is a special day for the community to unite as we navigate our grief journeys together.</p> 
<p>Bring your family, friends, and colleagues to cherish your memories of loved ones at this unique and moving ceremony of remembrance followed by a 3 mile walk around beautiful Lake Merritt in Oakland. The Walk to Remember is a fundraiser for East Bay Agency for Children's Circle of Care grief and illness support services - ensuing no child has to walk his or her grief journey alone.</p>","[{u'name': u'Family Friendly', u'urlkey': u'family-friendly', u'id': 22233}, {u'name': u'Recovery from Grief', u'urlkey': u'recovery-from-grief', u'id': 23067}, {u'name': u'Grief Support', u'urlkey': u'grief-support', u'id': 24433}, {u'name': u'Grief Support for Partners and Spouses', u'urlkey': u'grief-support-for-partners-and-spouses', u'id': 24836}, {u'name': u'Healthy Family and Healthy Environment', u'urlkey': u'healthy-family-and-healthy-environment', u'id': 63238}, {u'name': u'Coping with Grief & Loss', u'urlkey': u'coping-with-grief-loss', u'id': 117127}, {u'name': u'Walk for a Cause', u'urlkey': u'walk-for-a-cause', u'id': 719432}]"
San Jose Punjabi families with kids between 4-9 yrs,<p>Seeking out fun loving punjabi families with kids -- for weekend get together's and expanding your social networks. It's all about the kids eventually !</p>,"[{u'name': u'Expat Indian', u'urlkey': u'indian', u'id': 1244}, {u'name': u'Punjabi Language', u'urlkey': u'punjabi', u'id': 2467}, {u'name': u'Family Adventures', u'urlkey': u'family-adventures', u'id': 17660}, {u'name': u'Family Friendly', u'urlkey': u'family-friendly', u'id': 22233}, {u'name': u'Indian Culture', u'urlkey': u'indian-culture', u'id': 27904}, {u'name': u'indian families', u'urlkey': u'indian-families', u'id': 29989}, {u'name': u'Punjabis', u'urlkey': u'punjabis', u'id': 51968}, {u'name': u'Healthy Family and Healthy Environment', u'urlkey': u'healthy-family-and-healthy-environment', u'id': 63238}, {u'name': u'Punjabi & Hindi Speaking Indian families', u'urlkey': u'punjabi-hindi-speaking-indian-families', u'id': 481232}]"
Raising Healthy Kids - An intimate meetup for mothers only,<p>Mothers have the toughest job in the world-we all want our kids to be healthy. Let's find out together how other moms keep their kids healthy!</p>,"[{u'name': u'Moms', u'urlkey': u'moms', u'id': 407}, {u'name': u'Nutrition', u'urlkey': u'nutrition', u'id': 10161}, {u'name': u'Wellness', u'urlkey': u'wellness', u'id': 10306}, {u'name': u'Parents', u'urlkey': u'parents', u'id': 10333}, {u'name': u'Kids', u'urlkey': u'kids', u'id': 16030}, {u'name': u'HEALTHY KIDS - HAPPY KIDS', u'urlkey': u'healthy-kids-happy-kids', u'id': 19625}, {u'name': u'Healthy Living', u'urlkey': u'healthy-living', u'id': 20221}, {u'name': u'Healthy Kids', u'urlkey': u'healthy-kids', u'id': 26024}, {u'name': u'Healthy Moms', u'urlkey': u'healthy-moms', u'id': 26042}, {u'name': u'Healthy Family and Healthy Environment', u'urlkey': u'healthy-family-and-healthy-environment', u'id': 63238}, {u'name': u'Keeping Parents and Kids Healthy', u'urlkey': u'keeping-parents-and-kids-healthy', u'id': 106209}, {u'name': u'Healthy Babies & Healthy Kids', u'urlkey': u'healthy-babies-healthy-kids', u'id': 127525}]"
CBD.not420,"<p>This is a group for anyone interested in better health for themselves, their family, and the planet. Included will be discussions, presentations, testimonies, etc. So excited to hear and share the wonderful attributes of the hemp plant, specifically CBD* oil, products and results.</p> 
<p>*Cannabinol (commonly known as CBD): a physiologically inactive crystalline cannabinoid C21H26O2 <br>**Tetrahydrocannabinol (commonly known as THC): a compound, C 21 H 30 O 2, that is the physiologically active component in cannabis preparations (marijuana, hashish, etc.</p> 
<p>My goal is to educate and to open the discussion.</p>","[{u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Better Health Campaign', u'urlkey': u'betterhealth', u'id': 3513}, {u'name': u'Nutrition', u'urlkey': u'nutrition', u'id': 10161}, {u'name': u'Health Freedom', u'urlkey': u'healthfreedom', u'id': 10250}, {u'name': u'Wellness', u'urlkey': u'wellness', u'id': 10306}, {u'name': u'Holistic Health', u'urlkey': u'holistic-health', u'id': 15478}, {u'name': u'Health Education', u'urlkey': u'health-education', u'id': 16972}, {u'name': u'Natural Health', u'urlkey': u'natural-health', u'id': 17124}, {u'name': u'Alternative Medicine', u'urlkey': u'alternative-medicine', u'id': 17150}, {u'name': u'Healthy Living', u'urlkey': u'healthy-living', u'id': 20221}, {u'name': u'Medical Cannabis', u'urlkey': u'medical-cannabis', u'id': 23487}, {u'name': u'Healthy Moms', u'urlkey': u'healthy-moms', u'id': 26042}, {u'name': u'Self-Empowerment', u'urlkey': u'self-empowerment', u'id': 38757}, {u'name': u'Healthy Family and Healthy Environment', u'urlkey': u'healthy-family-and-healthy-environment', u'id': 63238}]"
"Fun, Fit, Unite! For Healthy Lifestylers","<p>This is for ALL Athletic levels from ""out of shape"", just beginning , intermediate to advanced.&nbsp; Just please be sure to make sure to read carefully the description of each event and only RSVP to what degree of athletic ability is required.&nbsp; It is each individual participants responsibility to ascertain whether or not they are in shape or have the necessary skills for any event they RSVP for.</p>
<p>We are a super friendly interesting diverse group of people!&nbsp; We frequently combine our events with other local active ""meet up"" groups to insure a great turnout of fun participants.</p>
<p>We support the motto ""You don't need an expensive gym membership to get in shape""</p>
<p>You are not required to be ""Super Healthy"" or even ""in Shape"", just a willing to embrace the idea of living ""healthier"" and taking care of your body.</p>
<p>Most events we do are free!&nbsp;&nbsp; The volunteers who donate their time to this group, do so out of the kindness of their hearts, and to make a positive contribution back to society.&nbsp; We want to help Nourish your Fitness-Mind-Body-Wellness Connection without having to spend a ton of money on weight loss gimmicks, diets that don't work, and workouts you don't enjoy. We want you to enjoy and fall in love with a healthy lifestyle with the support of like minded individuals.</p>
<p>We try to be as welcoming as possible to fun positive people! We love meeting new active or people learning to be active. We so grateful to have such an amazing group of fellow ""fitness"" friends to hike and work out with.</p>
<p>You need not be an athlete... just be willing to have fun with a group and bring your amazing positive energy!*</p>
<p>We try&nbsp; Offer: 4-10 different outdoor/indoor/seminar fitness/ social/ personal self improvement/ cooking/nutrition events per month. All events are geared towards improving ones social, emotional and physical health.</p>
<p>What you get: Hang out with cool people, while getting in shape, feeling great, and having fun &lt;br&gt; &lt;br&gt; Walk/run/hike/blade/Yoga. Experience the Power of GROUP MOTIVATION! Challenge yourself or just get out at SF/Peninsula parks, places and landmarks. Healthy Cooking Classes as well!</p>
<p>&lt;br&gt; &lt;br&gt; CURRENT and UPCOMING EVENTS:</p>
<p>Healthy /Nutritions classes by individual approval, Local Hiking events (most popular), Sat/Sun 3 fitness challenge, Chrissy Field over GG bridge walks, AM bootcamps, Yoga bootcamps at the Ferry BLD in SF , local 5k marathons, inline skating, hikes, early evening walks in SAN MATEO co., Hillsborough morning and evening walks, Adventure Race competition, ""Muddy Buddy"".... and more!</p>
<p>Events are attended at your own risk.</p>
<p>RSVPing to any event on here is acknowledging your healthy enough to participate and assuming ALL responsibility for your own safety and health. We assume absolutely NO responsibility for loss, injury or incidents incurred at any event or meet posted on this site.</p>
<p>RSVP policy: We have a group of long time friends and die hards so we don't have too many flakes, at the same time we don't go out of my way to keep attendance!</p>
<p>*Please carefully check each event description you choose to RSVP for, to see that you will meet that particular event's fitness or health demands. If you have a question about your fitness requirements, please contact the organizer of that particular event.</p>","[{u'name': u'Fitness', u'urlkey': u'fitness', u'id': 242}, {u'name': u'Hiking', u'urlkey': u'hiking', u'id': 638}, {u'name': u'Walking', u'urlkey': u'walkers', u'id': 933}, {u'name': u'Inline Skating', u'urlkey': u'inlineskating', u'id': 1722}, {u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Nutrition', u'urlkey': u'nutrition', u'id': 10161}, {u'name': u'Wellness', u'urlkey': u'wellness', u'id': 10306}, {u'name': u'Sports and Recreation', u'urlkey': u'sports', u'id': 10451}, {u'name': u'Social', u'urlkey': u'social', u'id': 10581}, {u'name': u'Fun Times', u'urlkey': u'fun-times', u'id': 15117}, {u'name': u'Outdoor  Fitness', u'urlkey': u'outdoor-fitness', u'id': 15672}, {u'name': u'Healthy Eating', u'urlkey': u'healthy-eating', u'id': 19630}, {u'name': u'Healthy Living', u'urlkey': u'healthy-living', u'id': 20221}, {u'name': u'Healthy Cooking', u'urlkey': u'healthy-cooking', u'id': 20993}, {u'name': u'Exercise', u'urlkey': u'excercise', u'id': 25375}]"
Marina Young Women's Cooking Club,"<p>The Marina Young Women's Cooking Club is a hybrid of a book club, a dinner party, and girl's night out! We are a group of young ladies in the San Francisco area who like to cook, want to experiment with new recipes, and like sharing our food! We are a group of young women in our 20s and 30s. Sorry guys, but this group is for the ladies only. Join us if you want to meet other fun, friendly women in the city who enjoy cooking (especially healthy cooking). Whether you are new to the area, want to try out some new recipes and work on your cooking skills or are just looking to meet some new girlfriends, this group is for you. We mainly meet in the Marina but will branch out to other areas of the city. For one event each month, we select a cooking magazine (Cooking Light, Bon Appetit, Food and Wine, etc.) and we each sign up to make one dish from the magazine. Then we get together and share our recipes and have fun getting to know each other. Other types of events might be Sweets and Treats Parties, Spanish Tapas and Sangria, Healthy Lunch Bunches, Potlucks in the Park and many more. We'll be adding in more events every month so once you join the group, be sure to RSVP for your first meetup! We are looking forward to meeting you!</p>","[{u'name': u'Social', u'urlkey': u'social', u'id': 10581}, {u'name': u'Baking', u'urlkey': u'baking', u'id': 15718}, {u'name': u""Girls' Night Out"", u'urlkey': u'girls-night-out', u'id': 16550}, {u'name': u""20's & 30's Social"", u'urlkey': u'20s-30s-social', u'id': 17201}, {u'name': u'Healthy Cooking', u'urlkey': u'healthy-cooking', u'id': 20993}, {u'name': u'Cooking Dinner Parties', u'urlkey': u'cooking-dinner-parties', u'id': 21684}, {u'name': u'Cooking Classes', u'urlkey': u'cooking-classes', u'id': 26041}, {u'name': u'Cooking', u'urlkey': u'cooking-any-and-all-kinds-of-cooking', u'id': 43256}, {u'name': u'Recipes', u'urlkey': u'recipes', u'id': 50709}, {u'name': u'Potluck', u'urlkey': u'potluck', u'id': 115000}]"
Italian Cooking Classes in my Kitchen,"<p>The purpose of this group is to create a community of people who <br>value not just ""what"" but also ""how"" we eat, and wish to learn how<br>to prepare delicious and healthy contemporary Italian dishes.</p>","[{u'name': u'Italian Language', u'urlkey': u'italian', u'id': 184}, {u'name': u'Italian Food', u'urlkey': u'italian-food', u'id': 15027}, {u'name': u'Italian Culture', u'urlkey': u'italian-culture', u'id': 15028}, {u'name': u'Baking', u'urlkey': u'baking', u'id': 15718}, {u'name': u'Ethnic Dining & Cooking', u'urlkey': u'ethnic-dining-cooking', u'id': 17410}, {u'name': u'Healthy Cooking', u'urlkey': u'healthy-cooking', u'id': 20993}, {u'name': u'Vegetarian cooking', u'urlkey': u'vegetarian-cooking', u'id': 21512}, {u'name': u'Cooking', u'urlkey': u'cooking-any-and-all-kinds-of-cooking', u'id': 43256}, {u'name': u'Enjoy Italian Food', u'urlkey': u'enjoy-italian-food', u'id': 45492}, {u'name': u'Traditional Cooking', u'urlkey': u'traditional-cooking', u'id': 45685}, {u'name': u'Recipes', u'urlkey': u'recipes', u'id': 50709}, {u'name': u'Italian Cooking Classes', u'urlkey': u'italian-cooking-classes', u'id': 96165}, {u'name': u'Cooks and Food Lovers', u'urlkey': u'cooks-and-food-lovers', u'id': 110115}, {u'name': u""Let's enjoy life!"", u'urlkey': u'lets-enjoy-life', u'id': 149347}, {u'name': u'Cooking Italian dinner parties', u'urlkey': u'cooking-italian-dinner-parties', u'id': 515912}]"
Living Healthy is Fun MeetUp,"<p>You are invited to join this Fun group! We are women and men that LOVE life or are on the road to get there and are interested in diet, nutrition, food, health, wellness, work-life balance, socializing and playing. We work hard and play hard and cherish our personal relationships. Ron and Sandy would like to gather Fun Lovers locally and globally to join together and make the world a healthier and happier place! Our Meetups will include knowledge and inspiration to bring you to your path of Living a Happy, Healthy and more Abundant Life. &nbsp;<span>You will be invited to live and virtual workshops about health and wellness. We are a Fun Bunch!</span></p>","[{u'name': u'Weight Loss', u'urlkey': u'weightloss', u'id': 240}, {u'name': u'Fitness', u'urlkey': u'fitness', u'id': 242}, {u'name': u'Self-Improvement', u'urlkey': u'self-improvement', u'id': 3336}, {u'name': u'Nutrition', u'urlkey': u'nutrition', u'id': 10161}, {u'name': u'Wellness', u'urlkey': u'wellness', u'id': 10306}, {u'name': u'Weight Loss Support', u'urlkey': u'weight-loss-support', u'id': 15538}, {u'name': u'Healthy Eating', u'urlkey': u'healthy-eating', u'id': 19630}, {u'name': u'Healthy Living', u'urlkey': u'healthy-living', u'id': 20221}, {u'name': u'Healthy Cooking', u'urlkey': u'healthy-cooking', u'id': 20993}, {u'name': u'Energy', u'urlkey': u'energy', u'id': 21396}, {u'name': u'Exercise', u'urlkey': u'excercise', u'id': 25375}, {u'name': u'Self-Empowerment', u'urlkey': u'self-empowerment', u'id': 38757}, {u'name': u'Recipes', u'urlkey': u'recipes', u'id': 50709}]"
Fun with Food - Cooking and sharing meals,"<p><b>**** &nbsp; Please Note &nbsp; **** </b>&nbsp;Fun with Food is on hiatus until February or March of 2017, although there will probably be a holiday meal in December. &nbsp; Next year I'm hoping to do Korean food and seasoning, Knife Skills for new members and those who couldn't attend in the past, pasta making if people want to, sausage making, and even some desserts. &nbsp;I still want to do the Crab Boil and the Sushi event is always popular. &nbsp;<b>****</b></p>
<p><span>Cooking together is a great way to learn and share knowledge and to enjoy food and good company. When I first moved here a few years ago, I took an expensive cooking course, hoping to meet people. Didn't really work out the way I had hoped. &nbsp;While I learned some things, it was less than I learned from cooking with others &nbsp;in the firehouse and I've never seen anyone from those classes again.</span><br></p>
<p>The basic idea is that we cook together, learn together and share great meals with the new friends we have made while toiling over the pots and pans. &nbsp;<span><b><i>Even if you can barely boil water, you are welcome at any of the events!</i></b> &nbsp;</span><span>Since this is not a class and the host is not an expert, the fees are low, basically covering the cost of ingredients.&nbsp;</span></p>
<p>If you do have skills or knowledge, please pitch in to help your fellow cooks succeed! &nbsp;That's what it's all about. &nbsp;I'm hoping to learn from you, too.</p>
<p><span>Despite these caveats, the food always turns out delicious and the company is great! &nbsp;</span></p>
<p><span>Please feel free to contact me at</span> <span><span><span><span><span><span><span><span><span><span>415-683-0533</span></span></span></span></span></span></span></span></span></span> <span>or fiatgirl@gmail.com if you have any questions or comments. &nbsp;</span>&nbsp; <br> </p>
<p>Erika</p>
<p> <br> </p>
<p> <br> </p>","[{u'name': u'Wine', u'urlkey': u'wine', u'id': 611}, {u'name': u'Ethnic Dining & Cooking', u'urlkey': u'ethnic-dining-cooking', u'id': 17410}, {u'name': u'Cooking with Organics and Herbs', u'urlkey': u'cooking-with-organics-and-herbs', u'id': 17567}, {u'name': u'Foodie', u'urlkey': u'foodie', u'id': 18528}, {u'name': u'Dinner Parties', u'urlkey': u'dinner-parties', u'id': 20061}, {u'name': u'Healthy Cooking', u'urlkey': u'healthy-cooking', u'id': 20993}, {u'name': u'Vegetarian cooking', u'urlkey': u'vegetarian-cooking', u'id': 21512}, {u'name': u'Cooking Dinner Parties', u'urlkey': u'cooking-dinner-parties', u'id': 21684}, {u'name': u'Cooking Classes', u'urlkey': u'cooking-classes', u'id': 26041}, {u'name': u'Cooking', u'urlkey': u'cooking-any-and-all-kinds-of-cooking', u'id': 43256}, {u'name': u'Recipes', u'urlkey': u'recipes', u'id': 50709}]"
San Francisco Bay Area Ketogenic / LCHF Diet Meetup,<p>This is a group for people who have discovered the amazing benefits of the Ketogenic/LCHF diet. Let's get together and exchange information and about our own experiences with the Keto Diet.&nbsp;</p>,"[{u'name': u'Low Carb Lifestyle', u'urlkey': u'lowcarb', u'id': 8982}, {u'name': u'Healthy Life Choices', u'urlkey': u'healthy-life-choices', u'id': 15393}, {u'name': u'Diet', u'urlkey': u'diet', u'id': 17417}, {u'name': u'Healthy Eating', u'urlkey': u'healthy-eating', u'id': 19630}, {u'name': u'Healthy Cooking', u'urlkey': u'healthy-cooking', u'id': 20993}, {u'name': u'Sugar Free', u'urlkey': u'sugar-free', u'id': 71764}, {u'name': u'Food and Drink', u'urlkey': u'food-and-drink', u'id': 87548}, {u'name': u'Healthy Eating & Cooking', u'urlkey': u'healthy-eating-cooking', u'id': 109476}, {u'name': u'Low Carb', u'urlkey': u'low-carb', u'id': 113463}, {u'name': u'Ketogenic Diet', u'urlkey': u'ketogenic-diet', u'id': 140924}, {u'name': u'Diabetic- Low Carb Recipes/Cooking', u'urlkey': u'diabetic-low-carb-recipes-cooking', u'id': 702972}, {u'name': u'Low-Carb Eating', u'urlkey': u'low-carb-eating', u'id': 943132}, {u'name': u'LCHF', u'urlkey': u'lchf', u'id': 1487602}]"
